Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT152rJO2eGFZpXKUigGsl1X,Dual Investment Interest,USDT,0.95728000,USDT,0.95728000,$0.96,-,-,"completed / USDT Interest Earned",2026-06-09 08:00:20
NXT3plcyx82kCa5bhRlHXi9lj,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$999.43,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-09 08:00:20
NXT6pbxTF5sDjdaqpgZWpXaB7,Interest,NEXO,2.01189386,NEXO,2.01189386,$1.59,-,-,"approved / 1.586876 USDC",2026-06-09 05:00:00
NXT6x7UaxFfJeFCAoLlYvUqcB,Interest,NEXO,0.78399824,NEXO,0.78399824,$0.62,-,-,"approved / NEXO Interest Earned",2026-06-09 05:00:00
NXT7DDz8daN5rPnksdnauyybR,Interest,NEXO,2.38064550,NEXO,2.38064550,$1.88,-,-,"approved / 0.00002978 BTC",2026-06-09 05:00:00
NXT1Iuo1hgJM4rt79snnEShdR,Interest,NEXO,8.25524027,NEXO,8.25524027,$6.51,-,-,"approved / 6.511770 USDT",2026-06-09 05:00:00
NXT1R3sXDXmlTU1vdgv5KDgBm,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$999.65,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-08 23:21:46
NXT7c6wJrUcdjH6PC9xNdlqDW,Locking Term Deposit,USDC,-1500.00000000,USDC,1500.00000000,$1499.60,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-06-08 23:19:36
NXT3Zfu63B81I2ZArDPYHfgFn,Locking Term Deposit,USDT,-2000.00000000,USDT,2000.00000000,$1999.30,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-06-08 23:18:44
NXT5626JCF1Io6ZYncEEmYLd6,Dual Investment Interest,USDT,1.58831000,USDT,1.58831000,$1.59,-,-,"completed / USDT Interest Earned",2026-06-08 08:00:22
NXT62rVQcVGl0FWa1gH79XHdd,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$999.20,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-08 08:00:22
NXT107DongqsamQ1DtcbNVTvP,Interest,NEXO,2.48268098,NEXO,2.48268098,$1.94,-,-,"approved / 1.936191 USDC",2026-06-08 05:00:00
NXT7CXqp7j7sWDcgoudQcXa7j,Interest,NEXO,0.78280778,NEXO,0.78280778,$0.61,-,-,"approved / NEXO Interest Earned",2026-06-08 05:00:00
NXT4QdcX339M4oCHKxS6WcQPK,Interest,NEXO,2.41871048,NEXO,2.41871048,$1.89,-,-,"approved / 0.00002978 BTC",2026-06-08 05:00:00
NXT3iRfGJoM4PbYvl48qEhSBG,Interest,NEXO,9.01530804,NEXO,9.01530804,$7.03,-,-,"approved / 7.031905 USDT",2026-06-08 05:00:00
NXT2Mm982peqFW1iSf8qvMFaS,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$999.55,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-07 22:45:46
NXT3S97XguMlKVsheGI9oXE4f,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$617.54,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-06-07 05:31:47
NXT12QGPoD4dxPJOVdNbM1SxH,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$617.54,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-06-07 05:31:47
NXT7kVCV2MRMd3w31wPiklVnq,Interest,NEXO,2.59577780,NEXO,2.59577780,$1.94,-,-,"approved / 1.936191 USDC",2026-06-07 05:00:00
NXT24CdZPD8qQnKNqZErPjcG5,Interest,NEXO,0.78120378,NEXO,0.78120378,$0.58,-,-,"approved / NEXO Interest Earned",2026-06-07 05:00:00
NXT6Ih4j21DHy61Dfv92p5m2e,Interest,NEXO,2.42834332,NEXO,2.42834332,$1.81,-,-,"approved / 0.00002978 BTC",2026-06-07 05:00:00
NXT5tgRj7dqhgYIUDtP0R1xFb,Fixed Term Interest,NEXO,4.22567318,NEXO,4.22567318,$3.24,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-06-07 05:00:00
NXT4UWZLcL2Snuzf9rvEolULB,Interest,NEXO,9.77488009,NEXO,9.77488009,$7.29,-,-,"approved / 7.292179 USDT",2026-06-07 05:00:00
NXT6s7Zeq8IMzjry7mCcE8ym2,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$999.55,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-06 20:34:38
NXTkaDf8QdrKeSVDtJhawDtQ,Dual Investment Interest,USDT,2.41939000,USDT,2.41939000,$2.42,-,-,"completed / USDT Interest Earned",2026-06-06 08:00:20
NXTqI9c4NObiy8RE0zeUsqzH,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$999.49,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-06 08:00:20
NXTHWGskHHXx3ofLXdMctl3D,Interest,NEXO,2.61997672,NEXO,2.61997672,$1.94,-,-,"approved / 1.936191 USDC",2026-06-06 05:00:00
NXT2K3bLisNDvT2yLBvqF2S0N,Interest,NEXO,0.77993014,NEXO,0.77993014,$0.58,-,-,"approved / NEXO Interest Earned",2026-06-06 05:00:00
NXTkxf0LgFLuuMcH9cCvXUUQ,Interest,NEXO,2.46001736,NEXO,2.46001736,$1.82,-,-,"approved / 0.00002978 BTC",2026-06-06 05:00:00
NXT5dtX3zyvPxPFrs83HfwlQO,Interest,NEXO,9.86659556,NEXO,9.86659556,$7.29,-,-,"approved / 7.291549 USDT",2026-06-06 05:00:00
NXT6Ng0DP7bQOeEGufdSPqX2A,Dual Investment Interest,USDT,0.75726000,USDT,0.75726000,$0.76,-,-,"completed / USDT Interest Earned",2026-06-05 08:00:22
NXT7ZkcxAU9YJD6EJqD1Y55G1,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$999.04,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-05 08:00:22
NXT3TJyL4b7sn7vYKQ7x6dq9C,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.97,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-05 06:21:45
NXT45Xyo8Z1IPxga8t2Xn3Qhw,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.94,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-06-05 06:21:27
NXT1DTDiWryAvyzp5OKaQQjLj,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.94,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-06-05 06:21:16
NXT6713kDmDXTFG7UtGGnMjMo,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.93,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-06-05 06:20:57
NXT4ihafykCRT7815dIq3dwLR,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.93,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-06-05 06:20:41
NXT6hwwrqJel5b49v8fhwFz8y,Interest,NEXO,2.49531268,NEXO,2.49531268,$1.94,-,-,"approved / 1.936191 USDC",2026-06-05 05:00:00
NXT6n4QHV9E8UKT66GenR5If7,Interest,NEXO,0.77870595,NEXO,0.77870595,$0.60,-,-,"approved / NEXO Interest Earned",2026-06-05 05:00:00
NXT3VdErll9lnO9faR4bqv7da,Interest,NEXO,2.45230294,NEXO,2.45230294,$1.90,-,-,"approved / 0.00002978 BTC",2026-06-05 05:00:00
NXT4lkSTtKYpyr1FUhtHiEN52,Interest,NEXO,9.38981890,NEXO,9.38981890,$7.28,-,-,"approved / 7.291352 USDT",2026-06-05 05:00:00
NXT6PpYWmyv6zqVUmYG2fWN6H,Dual Investment Interest,BTC,0.00001655,BTC,0.00001655,$1.05,-,-,"completed / BTC Interest Earned",2026-06-04 08:00:23
NXT31rPJ2RMIa3JeINHoR9Ox5,Dual Investment Exchange,USDT,1000.00000000,BTC,0.01536302,$998.98,-,-,"completed / Exchange USDT to BTC",2026-06-04 08:00:23
NXTmXvuxpoFe0ZaUQC6dNHWW,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.98,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-04 08:00:23
NXT4NgIPVbnrzijilKJN7nosy,Interest,NEXO,2.44487523,NEXO,2.44487523,$1.94,-,-,"approved / 1.936191 USDC",2026-06-04 05:00:00
NXTfQgZo8oErMyUdH3JKjxKp,Interest,NEXO,0.77751794,NEXO,0.77751794,$0.62,-,-,"approved / NEXO Interest Earned",2026-06-04 05:00:00
NXT6NJncJ72rEeSWr71yiwrYE,Interest,NEXO,2.24934497,NEXO,2.24934497,$1.78,-,-,"approved / 0.00002780 BTC",2026-06-04 05:00:00
NXT2hhTrX02vpsRFuMBG6fjsv,Interest,NEXO,9.19743893,NEXO,9.19743893,$7.28,-,-,"approved / 7.291352 USDT",2026-06-04 05:00:00
NXT7EuvPezp56avcguCatOMm3,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.66,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-03 20:41:58
NXTQw0BNQcx7VcQmel7xUjc6,Dual Investment Interest,BTC,0.00001043,BTC,0.00001043,$0.70,-,-,"completed / BTC Interest Earned",2026-06-03 08:00:20
NXT1xo0YiB951uUTkL7pDsXrs,Dual Investment Exchange,USDT,1000.00000000,BTC,0.01426697,$998.66,-,-,"completed / Exchange USDT to BTC",2026-06-03 08:00:20
NXT7ZlGddBG4od8v3D6kCKkZo,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.66,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-03 08:00:20
NXT5v6CebiSDKAvn7ufjzin65,Unlocking Term Deposit,USDC,1000.00000000,USDC,1000.00000000,$999.65,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-06-03 05:33:59
NXT4TwO9ndfvVgX5XYGoFtlEu,Unlocking Term Deposit,USDT,1000.00000000,USDT,1000.00000000,$998.72,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-06-03 05:33:59
NXT1YdfXsZZHHWYRGVaTJ7ftV,Interest,NEXO,2.13664748,NEXO,2.13664748,$1.70,-,-,"approved / 1.703314 USDC",2026-06-03 05:00:00
NXT2Y49sjVmtmUTsXKZgg7AXn,Interest,NEXO,0.77114808,NEXO,0.77114808,$0.61,-,-,"approved / NEXO Interest Earned",2026-06-03 05:00:00
NXT7erLmqL7k0BQ8df61Tj3Dg,Interest,NEXO,2.17063835,NEXO,2.17063835,$1.73,-,-,"approved / 0.00002597 BTC",2026-06-03 05:00:00
NXT4n4t5BalOrxpWAE2WtyGyG,Fixed Term Interest,NEXO,33.63857086,NEXO,33.63857086,$27.09,-,-,"approved / USDT Term Deposit Interest in NEXO",2026-06-03 05:00:00
NXT1Sq4dzzPPbptymsgvSKFdE,Fixed Term Interest,NEXO,30.79961803,NEXO,30.79961803,$24.81,-,-,"approved / USDC Term Deposit Interest in NEXO",2026-06-03 05:00:00
NXT5u7Ig88KDoclrVDcEB4GHu,Interest,NEXO,9.13703035,NEXO,9.13703035,$7.28,-,-,"approved / 7.291352 USDT",2026-06-03 05:00:00
NXTMij88nEyAwv7oATYXnuta,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.60,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-02 22:00:45
NXT5EW7CmSdyI9MDJYNKuBmF0,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.59,-,-,"rejected / Transfer from Savings Wallet to Dual Investment",2026-06-02 22:00:28
NXT6giMZR35w0gp6TQp0c7xku,Dual Investment Interest,BTC,0.00001106,BTC,0.00001106,$0.77,-,-,"completed / BTC Interest Earned",2026-06-02 08:00:21
NXT6OA0LUgHq1XtmG2lJef0y9,Dual Investment Exchange,USDT,1000.00000000,BTC,0.01367928,$998.58,-,-,"completed / Exchange USDT to BTC",2026-06-02 08:00:21
NXT1sUBenSk8lPHcM0inXhFlh,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.58,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-02 08:00:21
NXT2O2tl8O6wKLoqBE3UTw1ZW,Interest,NEXO,2.44397831,NEXO,2.44397831,$2.05,-,-,"approved / 2.052629 USDC",2026-06-02 05:00:00
NXT4gaYtZPxeOvtRcu8wstLDv,Interest,NEXO,0.89084820,NEXO,0.89084820,$0.75,-,-,"approved / NEXO Interest Earned",2026-06-02 05:00:00
NXT6wNfmKwzzc4s6Fd2k2vyzU,Interest,NEXO,1.90871539,NEXO,1.90871539,$1.60,-,-,"approved / 0.00002248 BTC",2026-06-02 05:00:00
NXT7ZdDFBQhUOO9E18D3PbUka,Interest,NEXO,9.91191597,NEXO,9.91191597,$8.32,-,-,"approved / 8.332447 USDT",2026-06-02 05:00:00
NXT6mhmInvntjk294gJ2p7TVx,Locking Term Deposit,NEXO,-1500.00000000,NEXO,1500.00000000,$1253.86,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-06-02 02:04:13
NXT69MReaHM3UMNfwT8vPLUiw,Locking Term Deposit,USDC,-1500.00000000,USDC,1500.00000000,$1499.45,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-06-02 02:02:53
NXT4CL2o7J2LJKfWCU5yesGIz,Locking Term Deposit,USDT,-2000.00000000,USDT,2000.00000000,$1997.23,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-06-02 02:02:38
NXT2qgAjeQ6U17IhHXVMrxhOh,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.69,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-02 00:33:02
NXTPpfM517ubSSdLgXs24pFL,Transfer From Pro Wallet,NEXO,6.81357980,NEXO,6.81357980,$5.74,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-06-01 20:58:56
NXT1Dl7sGxnSYVeki7g9xaqx8,Transfer From Pro Wallet,BTC,0.01333864,BTC,0.01333864,$952.69,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2026-06-01 20:58:47
NXT61Fi5IHYRC36s54YbrTzSu,Transfer To Pro Wallet,NEXO,-1138.82951217,NEXO,1138.82951217,$960.54,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-06-01 20:57:18
NXT7dEapzScC17l39xka9dcHP,Dual Investment Interest,BTC,0.00000766,BTC,0.00000766,$0.56,-,-,"completed / BTC Interest Earned",2026-06-01 08:00:20
NXT4NoNPW7ySzxNiUPV0tk3SD,Dual Investment Exchange,USDT,1000.00000000,BTC,0.01358559,$998.69,-,-,"completed / Exchange USDT to BTC",2026-06-01 08:00:20
NXThIUyZL8PIyuUXDB9igOX8,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.69,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-06-01 08:00:20
NXT45uCBWXZ41QYGpsOgHFKCI,Interest,NEXO,2.41340132,NEXO,2.41340132,$2.05,-,-,"approved / 2.052629 USDC",2026-06-01 05:00:00
NXT5KNHzUEHz3yfbnypRvVnSJ,Interest,NEXO,0.97543168,NEXO,0.97543168,$0.83,-,-,"approved / NEXO Interest Earned",2026-06-01 05:00:00
NXT3imwVaMhhN1uvBuqWeP8j4,Interest,NEXO,1.79268387,NEXO,1.79268387,$1.52,-,-,"approved / 0.00002073 BTC",2026-06-01 05:00:00
NXT6VRJghyfJj6fE70jO7OhHZ,Interest,NEXO,10.09207665,NEXO,10.09207665,$8.58,-,-,"approved / 8.592572 USDT",2026-06-01 05:00:00
NXT7AO1lJpqtwzUdzZ3MGP330,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.59,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-06-01 03:05:01
NXT6GzsEZTWP0qkOL0OatrcTP,Withdrawal,SOL,-240.02000000,SOL,240.02000000,$19779.70,-,-,"approved / SOL withdrawal",2026-05-31 22:57:32
NXTKQTnDKY5NJXXdjRWYkizG,Withdrawal,SOL,-0.29977258,SOL,0.29977258,$24.64,-,-,"approved / SOL withdrawal",2026-05-31 22:11:49
NXT5FonHmWHKxdl1b7x7x212j,Transfer From Pro Wallet,USDT,0.57234200,USDT,0.57234250,$0.57,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-05-31 22:11:15
NXT1kVCqla7uEusnqh0Fj7oEf,Transfer From Pro Wallet,SOL,240.02000000,SOL,240.02000000,$19726.44,-,-,"approved / SOL Transfer from Nexo Pro Wallet to Savings Wallet",2026-05-31 22:11:09
NXTecXzy1wbY0eCOjUBN2oEb,Transfer From Pro Wallet,NEXO,79.13747291,NEXO,79.13747291,$67.32,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-05-31 22:11:02
NXT7jVGxw30Hd2ScVHuZ9Ctf5,Transfer To Pro Wallet,NEXO,-100.00000000,NEXO,100.00000000,$85.07,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-05-31 22:09:12
NXT2TSrP59WpfHgxJfwNq5IeX,Transfer To Pro Wallet,USDT,-19800.00000000,USDT,19800.00000000,$19770.78,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-05-31 22:08:53
NXT1JPdSTKlTDYgRSFRHYcSXc,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.54,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-05-31 05:28:15
NXT5eIUWTYiVlNe1qw0zALyTq,Interest,NEXO,2.43758100,NEXO,2.43758100,$2.05,-,-,"approved / 2.052629 USDC",2026-05-31 05:00:00
NXT2uJZCiuQsgud6HohjO9hwm,Interest,NEXO,0.98176050,NEXO,0.98176050,$0.83,-,-,"approved / NEXO Interest Earned",2026-05-31 05:00:00
NXT6izTe5oDiATl0T9gufbtwm,Interest,NEXO,1.81838717,NEXO,1.81838717,$1.53,-,-,"approved / 0.00002073 BTC",2026-05-31 05:00:00
NXT6c0jwjEPfgtWblYwf1RJxf,Interest,NEXO,16.61533717,NEXO,16.61533717,$13.99,-,-,"approved / 14.006269 USDT",2026-05-31 05:00:00
NXT2vEMkg6qRtZ3cIW103j0AX,Dual Investment Interest,USDT,0.80979000,USDT,0.80979000,$0.81,-,-,"completed / USDT Interest Earned",2026-05-30 08:00:21
NXTUhFsZ53pLTy1zqZvMam11,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.66,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-05-30 08:00:21
NXT59nYrL2Pi9cDv4ZcDa6gVC,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$735.15,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-05-30 06:06:23
NXTQRu8I5PIjXAXYp8KcihBC,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$735.15,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-05-30 06:06:23
NXT2Jo6Aw3neFe8HbKZb9MALO,Interest,NEXO,2.44849793,NEXO,2.44849793,$2.05,-,-,"approved / 2.052629 USDC",2026-05-30 05:00:00
NXT4RMm26oLU6hyonRNmu760p,Interest,NEXO,0.97967434,NEXO,0.97967434,$0.82,-,-,"approved / NEXO Interest Earned",2026-05-30 05:00:00
NXT2RnJXofVwWfJEFBbvZvJtP,Fixed Term Interest,NEXO,4.13579649,NEXO,4.13579649,$3.50,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-05-30 05:00:00
NXTYvTpEtirnkLx3JcS8Jv2A,Interest,NEXO,1.81302156,NEXO,1.81302156,$1.52,-,-,"approved / 0.00002073 BTC",2026-05-30 05:00:00
NXTFP7qSjsaTOftkr83nrIuB,Interest,NEXO,16.38247362,NEXO,16.38247362,$13.73,-,-,"approved / 13.745785 USDT",2026-05-30 05:00:00
NXT16v9eseUxj9mUov6Bz7ZyK,Dual Investment Interest,USDT,0.97325000,USDT,0.97325000,$0.97,-,-,"completed / USDT Interest Earned",2026-05-29 08:00:27
NXT29BrTVhAADngKWNqQ5pD5z,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.54,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-05-29 08:00:27
NXTdv42xZBdl5roaKcE9jJJy,Dual Investment Interest,USDT,0.89459000,USDT,0.89459000,$0.89,-,-,"completed / USDT Interest Earned",2026-05-29 08:00:26
NXT385oTZ66kh8EXZA3PckA3t,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.54,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-05-29 08:00:26
NXT296eobYL8nRsTuAMOW59qY,Interest,NEXO,2.46961499,NEXO,2.46961499,$2.05,-,-,"approved / 2.052629 USDC",2026-05-29 05:00:00
NXT7HW5J1rD5p3d4N71CA344y,Interest,NEXO,0.97793372,NEXO,0.97793372,$0.81,-,-,"approved / NEXO Interest Earned",2026-05-29 05:00:00
NXT7PHZUCTCcjreEU97kUdwW3,Interest,NEXO,1.83627752,NEXO,1.83627752,$1.53,-,-,"approved / 0.00002073 BTC",2026-05-29 05:00:00
NXTVJrpCo1Z07KX17n2tkvKN,Interest,NEXO,16.20895187,NEXO,16.20895187,$13.47,-,-,"approved / 13.485025 USDT",2026-05-29 05:00:00
NXTc61ZYCQZdXHpZ7g4JN50K,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.61,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-05-29 01:41:49
NXT1rKnxcBELylWRNKmFOx4Jp,Dual Investment Interest,BTC,0.00001616,BTC,0.00001616,$1.18,-,-,"completed / BTC Interest Earned",2026-05-28 08:00:20
NXT14BUYQLpOjPnV2548PHH6a,Dual Investment Exchange,USDT,1000.00000000,BTC,0.01331227,$998.23,-,-,"completed / Exchange USDT to BTC",2026-05-28 08:00:20
NXT4OwO1FlaquiX5eLH5ucqYF,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.23,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-05-28 08:00:20
NXT13ZujoIhj4TJ5TmYdmRmcP,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.29,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-05-28 05:02:44
NXT3R6ecC1O0DEyU6n0RNJD2g,Interest,NEXO,2.46728327,NEXO,2.46728327,$2.05,-,-,"approved / 2.052629 USDC",2026-05-28 05:00:00
NXT15iCWlciDMXC9bVovzClGz,Interest,NEXO,0.97618078,NEXO,0.97618078,$0.81,-,-,"approved / NEXO Interest Earned",2026-05-28 05:00:00
NXT4mlbcW7Dy3L390E8wSAQG4,Interest,NEXO,1.69808461,NEXO,1.69808461,$1.41,-,-,"approved / 0.00001902 BTC",2026-05-28 05:00:00
NXTipenS7T4BCac8FC8S9Fd6,Interest,NEXO,16.50337190,NEXO,16.50337190,$13.72,-,-,"approved / 13.745299 USDT",2026-05-28 05:00:00
NXT12rIPOKTy4pW1QWAInm0Wj,Top up Crypto,SOL,0.29977258,SOL,0.29977258,$24.62,-,-,"approved / WKX8BC5NQDjsdwMQf9Cz9AjgkY6knM3Nn12xoq1Q5E2diawRfSaxVKUZXbkCdkeeHy33ccBM3di73F7fLxkis4W",2026-05-28 01:31:43
NXT4B3C6LXEs9LX9graHTo9fu,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.51,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-05-27 23:40:58
NXT1RTYRuBG2DQunrEOGJoxCn,Dual Investment Interest,BTC,0.00000961,BTC,0.00000961,$0.73,-,-,"completed / BTC Interest Earned",2026-05-27 08:00:21
NXT5XmquLqfBG5HGSY9sysesU,Dual Investment Exchange,USDT,1000.00000000,BTC,0.01314198,$998.46,-,-,"completed / Exchange USDT to BTC",2026-05-27 08:00:21
NXT6bo98VNFfIY8QORpLAo1e3,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.46,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-05-27 08:00:21
NXT4wpxFtA4Pp5zzUeclBgw7e,Interest,NEXO,2.46833062,NEXO,2.46833062,$2.05,-,-,"approved / 2.052629 USDC",2026-05-27 05:00:00
NXT3cVwBQNH5e0xXqysza2p5n,Interest,NEXO,0.97441168,NEXO,0.97441168,$0.81,-,-,"approved / NEXO Interest Earned",2026-05-27 05:00:00
NXT4KJX3zeSyLB9fNKYY8SlQS,Interest,NEXO,1.57820981,NEXO,1.57820981,$1.31,-,-,"approved / 0.00001732 BTC",2026-05-27 05:00:00
NXTbK8tuWqMt2ISH95mxQXaE,Interest,NEXO,16.82349943,NEXO,16.82349943,$13.99,-,-,"approved / 14.005573 USDT",2026-05-27 05:00:00
NXT46uqL4bCFcyWLWGNPtHvRo,Locking Term Deposit,USDC,-1500.00000000,USDC,1500.00000000,$1499.43,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-05-26 19:54:31
NXT5JL4JbJKV28K4YYo6uP67i,Locking Term Deposit,USDT,-2000.00000000,USDT,2000.00000000,$1996.89,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-05-26 19:54:12
NXT3sMwoxsLyMHnNi5RxOxfiB,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.42,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-05-26 19:52:37
NXT5woB95zRNsImZBMFuJT3J3,Interest,NEXO,2.81436715,NEXO,2.81436715,$2.40,-,-,"approved / 2.401944 USDC",2026-05-26 05:00:00
NXT5uYgfke8HWXI9to7un4kh6,Interest,NEXO,1.00823612,NEXO,1.00823612,$0.86,-,-,"approved / NEXO Interest Earned",2026-05-26 05:00:00
NXT7YsgfgrhoQjjYhsr8LSY2R,Interest,NEXO,1.51383520,NEXO,1.51383520,$1.29,-,-,"approved / 0.00001670 BTC",2026-05-26 05:00:00
NXTFivyB9ADN2JAOA2PpXLwZ,Interest,NEXO,17.31427507,NEXO,17.31427507,$14.77,-,-,"approved / 14.786394 USDT",2026-05-26 05:00:00
NXT5lZIPOwt4cMYVLAGChCJly,Transfer From Pro Wallet,NEXO,9.17305208,NEXO,9.17305208,$7.82,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-05-26 00:08:24
NXT4FOSBrY4ZilVMg0sbF7b10,Transfer From Pro Wallet,BTC,0.00485320,BTC,0.00485320,$375.13,-,-,"approved / BTC Transfer from Nexo Pro Wallet to Savings Wallet",2026-05-26 00:08:15
NXT3gtTpyYBPutF4bSzC8BGjh,Transfer To Pro Wallet,NEXO,-449.48064870,NEXO,449.48064870,$383.24,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-05-26 00:07:07
NXT32GR1zfXssvB9ggnkMBJCl,Dual Investment Lock,USDT,-1000.00000000,USDT,1000.00000000,$998.79,-,-,"completed / Transfer from Savings Wallet to Dual Investment",2026-05-25 08:34:13
NXT1cdwnSoqQedMnvZ2c8tXrA,Dual Investment Interest,USDT,1.29510000,USDT,1.29510000,$1.29,-,-,"completed / USDT Interest Earned",2026-05-25 08:00:20
NXTEO5ij6G6FRvBzklDCJloc,Dual Investment Unlock,USDT,1000.00000000,USDT,1000.00000000,$998.78,-,-,"completed / Transfer from Dual Investment to Savings Wallet",2026-05-25 08:00:20
NXT5VPcIw2Sa45QTOXbTP5aue,Interest,NEXO,2.79880057,NEXO,2.79880057,$2.40,-,-,"approved / 2.401944 USDC",2026-05-25 05:00:00
